Item_Description,Amount,Traffic_Source,Session_Duration
Google Stickers,5,Paid Search,454
Puffer Vest,115,Direct,198
Google Hoodie,124,Social Media,"3,179"
Google Stickers,5,Referral,475
Backpack,125,Social Media,"3,165"
Google Stickers,5,Direct,313
Puffer Vest,115,Referral,"2,187"
Google Hoodie,124,Referral,"2,015"
Notebook,20,Social Media,"1,250"
Google Stickers,5,Referral,"1,299"
Google Water Bottle,10,Direct,"1,630"
Lanyard,6,Referral,917
Puffer Vest,115,Organic Search,"1,069"
Canvas Tote,18,Paid Search,"3,400"
,6,Referral,76
YouTube Cap,15,Paid Search,"3,098"
Lanyard,6,Organic Search,65
Greeting Cards,6,,883
Greeting Cards,6,Paid Search,82
Google Stickers,5,Direct,142
Google Stickers,5,Social Media,"3,048"
Greeting Cards,6,Social Media,"2,630"
Google Hoodie,124,Direct,883
Backpack,125,Organic Search,"3,058"
Google Stickers,5,Social Media,"1,361"
Canvas Tote,18,Paid Search,710
Android T-Shirt,20,Direct,"1,900"
YouTube Cap,15,Organic Search,"1,900"
Greeting Cards,6,Organic Search,323
Google Stickers,5,Paid Search,523
Google Stickers,5,Organic Search,"1,618"
Puffer Vest,115,Social Media,"3,164"
Android T-Shirt,20,Direct,"1,805"
Google Hoodie,124,Paid Search,516
Google Hoodie,124,Social Media,"2,276"
Google Stickers,5,Organic Search,"2,525"
Google Stickers,5,Organic Search,"1,727"
Google Stickers,5,Paid Search,"1,105"
Lanyard,6,Organic Search,"3,534"
YouTube Cap,15,Direct,355
Backpack,125,Social Media,"1,644"
Lanyard,6,Paid Search,"3,119"
Puffer Vest,115,Direct,"2,974"
Google Hoodie,124,Social Media,402
Canvas Tote,18,Referral,"1,227"
Backpack,125,Direct,"1,786"
Google Stickers,5,Direct,865
Android T-Shirt,20,Paid Search,537
Google Hoodie,124,Paid Search,"2,661"
Google Stickers,5,Organic Search,"1,204"
Android T-Shirt,20,Direct,503
Notebook,20,Social Media,277
Canvas Tote,18,Referral,"1,881"
Google Stickers,5,Organic Search,784
Backpack,125,Social Media,439
Backpack,125,Referral,"3,534"
Lanyard,6,Organic Search,"3,349"
Google Stickers,5,Direct,"1,194"
Google Hoodie,124,Social Media,355
Android T-Shirt,20,Social Media,"3,024"
Google Stickers,5,Paid Search,"1,839"
Google Stickers,5,Referral,"2,242"
Google Stickers,5,Direct,"2,318"
Canvas Tote,18,Organic Search,"1,127"
Canvas Tote,18,Direct,"1,320"
Google Stickers,5,Paid Search,794
Google Stickers,5,Direct,683
Google Hoodie,124,Social Media,"1,989"
Backpack,125,Organic Search,259
Google Water Bottle,10,Direct,460
Google Stickers,5,Direct,"2,099"
Notebook,20,Referral,"1,967"
Google Water Bottle,10,Social Media,1
YouTube Cap,15,Direct,633
Google Stickers,5,Organic Search,"1,230"
Google Water Bottle,10,Direct,"2,950"
Google Stickers,5,Organic Search,23
Google Stickers,5,Paid Search,"3,249"
Puffer Vest,115,Referral,677
Google Stickers,5,Direct,657
Backpack,125,Referral,"2,922"
Puffer Vest,115,Referral,"1,659"
Google Stickers,5,Social Media,"1,846"
Google Stickers,5,Direct,"1,456"
Canvas Tote,18,Referral,"2,675"
Android T-Shirt,20,Referral,"1,503"
Puffer Vest,115,Social Media,754
Puffer Vest,115,Referral,"1,900"
Greeting Cards,6,Direct,342
YouTube Cap,15,Organic Search,"2,722"
Google Stickers,5,Social Media,"3,291"
Google Stickers,5,Social Media,"1,415"
Puffer Vest,115,Social Media,"1,794"
Google Stickers,5,Referral,"1,491"
Notebook,20,Social Media,26
Google Hoodie,124,Organic Search,"2,796"
Google Water Bottle,10,Social Media,"1,789"
Google Stickers,5,Referral,"1,588"
Google Hoodie,124,Organic Search,987
Google Stickers,5,Direct,"1,696"
Google Stickers,5,Paid Search,"1,797"
Google Stickers,5,Paid Search,"2,521"
Google Stickers,5,Social Media,"1,648"
Canvas Tote,18,Social Media,"1,087"
Greeting Cards,6,Organic Search,"3,486"
Backpack,125,Paid Search,"3,072"
Google Water Bottle,10,Referral,"3,421"
Google Stickers,5,Referral,893
Google Water Bottle,10,Organic Search,"1,818"
Google Stickers,5,Social Media,"2,013"
Google Hoodie,124,Paid Search,"2,833"
Google Hoodie,124,Paid Search,"3,506"
Canvas Tote,18,Direct,"1,980"
Google Hoodie,124,Referral,207
Google Hoodie,124,Direct,95
Backpack,125,Referral,8
Google Stickers,5,Direct,813
Google Hoodie,124,Referral,"1,585"
Google Stickers,5,Organic Search,"1,933"
Google Water Bottle,10,Organic Search,883
Lanyard,6,Direct,"2,871"
Puffer Vest,115,Referral,"2,742"
Puffer Vest,115,Social Media,"2,965"
Google Stickers,5,Referral,751
Google Water Bottle,10,Direct,"1,760"
Lanyard,6,Social Media,821
Google Stickers,5,Organic Search,"2,000"
Lanyard,6,Referral,317
Canvas Tote,18,Referral,881
Greeting Cards,6,Paid Search,"2,129"
Google Water Bottle,10,Social Media,120
Lanyard,6,Social Media,755
Google Hoodie,124,Direct,865
Backpack,125,Social Media,"1,788"
Google Stickers,5,Organic Search,"2,595"
Google Hoodie,124,Paid Search,"2,085"
Google Stickers,5,Paid Search,"3,542"
Google Stickers,5,Organic Search,"1,620"
Google Stickers,5,Social Media,584
Google Hoodie,124,Organic Search,"1,235"
Google Water Bottle,10,Direct,"3,563"
Google Water Bottle,10,Paid Search,"2,102"
Google Stickers,5,Paid Search,"2,961"
YouTube Cap,15,Social Media,"3,259"
Google Water Bottle,10,Paid Search,"2,947"
Android T-Shirt,20,Referral,"3,320"
YouTube Cap,15,Organic Search,"2,479"
Google Stickers,5,Referral,"1,941"
Lanyard,6,Direct,273
Puffer Vest,115,Organic Search,311
Notebook,20,Direct,539
YouTube Cap,15,Referral,"2,864"
Google Stickers,5,Organic Search,50
Backpack,125,Organic Search,"3,145"
Google Hoodie,124,Organic Search,349
Google Stickers,5,Social Media,"2,292"
Google Stickers,5,Social Media,"2,155"
Google Stickers,5,Direct,447
Google Stickers,5,Direct,751
Notebook,20,Social Media,"1,924"
YouTube Cap,15,Paid Search,"1,357"
Android T-Shirt,20,Paid Search,"2,249"
Google Hoodie,124,Direct,"3,227"
Backpack,125,Social Media,"1,993"
YouTube Cap,15,Referral,108
Notebook,20,Paid Search,"1,792"
Notebook,20,Organic Search,"1,019"
Google Water Bottle,10,Organic Search,"1,456"
Google Stickers,5,Direct,65
Notebook,20,Organic Search,248
Google Hoodie,124,Paid Search,"1,427"
Notebook,20,Paid Search,"1,336"
Google Hoodie,124,Organic Search,"3,018"
Google Stickers,5,Social Media,"2,296"
Notebook,20,Direct,"1,978"
Android T-Shirt,20,Paid Search,666
Google Hoodie,124,Paid Search,44
Google Stickers,5,Referral,165
Google Hoodie,124,Direct,"1,961"
Lanyard,6,Organic Search,"3,551"
Lanyard,6,Paid Search,"2,848"
Google Stickers,5,Paid Search,"1,598"
Google Hoodie,124,Paid Search,622
Puffer Vest,115,Direct,"1,343"
Android T-Shirt,20,Paid Search,"1,639"
Android T-Shirt,20,Paid Search,"1,359"
Puffer Vest,115,Social Media,"3,232"
Greeting Cards,6,Referral,645
Puffer Vest,115,Social Media,"1,630"
Google Stickers,5,Organic Search,"2,437"
Google Stickers,5,Paid Search,"2,339"
Google Stickers,5,Social Media,943
Greeting Cards,6,Organic Search,"1,206"
Google Stickers,5,Social Media,"1,865"
Google Stickers,5,Referral,"2,726"
Canvas Tote,18,Direct,172
Android T-Shirt,20,Paid Search,"2,820"
Notebook,20,Organic Search,322
Google Stickers,5,Paid Search,"2,664"
Puffer Vest,115,Paid Search,313
Canvas Tote,18,Organic Search,"2,326"
Google Water Bottle,10,Social Media,"1,139"
Greeting Cards,6,Paid Search,"1,785"
Android T-Shirt,20,Referral,"2,006"
Google Water Bottle,10,Paid Search,"2,518"
Google Hoodie,124,Paid Search,"2,451"
Puffer Vest,115,Direct,749
Greeting Cards,6,Direct,"2,806"
Puffer Vest,115,Social Media,"1,317"
Backpack,125,Referral,"3,250"
Google Stickers,5,Organic Search,"1,420"
Google Stickers,5,Social Media,"1,380"
Puffer Vest,115,Referral,"2,669"
Backpack,125,Referral,530
Google Hoodie,124,Referral,"2,561"
Lanyard,6,Social Media,"3,004"
Canvas Tote,18,Direct,"2,187"
Lanyard,6,Paid Search,237
Android T-Shirt,20,Paid Search,327
Google Stickers,5,Paid Search,"2,706"
Google Stickers,5,Organic Search,"3,094"
Canvas Tote,18,Direct,"2,866"
Puffer Vest,115,Social Media,"3,229"
Greeting Cards,6,Direct,"2,688"
Google Stickers,5,Direct,"1,987"
Android T-Shirt,20,Social Media,"2,971"
Google Stickers,5,Organic Search,28
Greeting Cards,6,Direct,"2,831"
Google Stickers,5,Social Media,"2,143"
Google Stickers,5,Social Media,"3,149"
Notebook,20,Direct,"1,874"
Google Hoodie,124,Social Media,"3,292"
YouTube Cap,15,Direct,"3,029"
Google Stickers,5,Direct,"2,465"
Google Water Bottle,10,Referral,"1,685"
Greeting Cards,6,Referral,"3,565"
Google Water Bottle,10,Paid Search,886
Notebook,20,Referral,"3,293"
Google Water Bottle,10,Organic Search,"1,923"
Canvas Tote,18,Paid Search,"3,370"
Backpack,125,Referral,390
Notebook,20,Paid Search,573
Google Stickers,5,Direct,262
Google Water Bottle,10,Social Media,722
Google Hoodie,124,Social Media,"1,102"
Android T-Shirt,20,Direct,"1,194"
Google Hoodie,124,Organic Search,"2,100"
Google Stickers,5,Direct,68
Google Stickers,5,Direct,"2,891"
Puffer Vest,115,Paid Search,"2,879"
Canvas Tote,18,Direct,"1,357"
YouTube Cap,15,Referral,"2,332"
Puffer Vest,115,Social Media,"1,272"
Google Stickers,5,Organic Search,"1,436"
Google Stickers,5,Paid Search,"1,965"
Google Stickers,5,Referral,"1,987"
Greeting Cards,6,Direct,"2,300"
Canvas Tote,18,Paid Search,13
YouTube Cap,15,Direct,"2,261"
Google Hoodie,124,Direct,"2,976"
Puffer Vest,115,Direct,"1,716"
Puffer Vest,115,Direct,"1,977"
YouTube Cap,15,Direct,"1,964"
YouTube Cap,15,Paid Search,"1,436"
Canvas Tote,18,Organic Search,198
Backpack,125,Referral,"1,698"
Google Hoodie,124,Organic Search,10
Android T-Shirt,20,Direct,"2,780"
Google Stickers,5,Direct,285
Google Stickers,5,Social Media,"3,270"
Puffer Vest,115,Referral,"3,153"
YouTube Cap,15,Referral,"3,158"
Google Stickers,5,Referral,"2,820"
Canvas Tote,18,Organic Search,"2,859"
Puffer Vest,115,Organic Search,"2,954"
Google Hoodie,124,Referral,537
Google Stickers,5,Paid Search,"2,200"
Canvas Tote,18,Social Media,"1,194"
Greeting Cards,6,Social Media,"3,032"
Google Stickers,5,Social Media,"1,308"
Backpack,125,Social Media,"2,296"
Google Stickers,5,Social Media,"2,448"
Google Stickers,5,Organic Search,"3,429"
Google Water Bottle,10,Paid Search,840
Canvas Tote,18,Referral,"2,056"
Google Hoodie,124,Paid Search,690
Google Water Bottle,10,Direct,"2,003"
Google Stickers,5,Social Media,"1,393"
YouTube Cap,15,Direct,"2,397"
Canvas Tote,18,Direct,"3,348"
YouTube Cap,15,Referral,"2,126"
Google Stickers,5,Referral,"3,358"
Google Stickers,5,Referral,"1,367"
Google Stickers,5,Organic Search,320
Canvas Tote,18,Organic Search,"1,735"
Google Stickers,5,Direct,"3,579"
Greeting Cards,6,Paid Search,"2,971"
Canvas Tote,18,Direct,"2,728"
Google Stickers,5,Organic Search,50
Google Hoodie,124,Direct,645
Google Water Bottle,10,Social Media,"1,535"
Google Stickers,5,Social Media,"3,122"
Google Hoodie,124,Direct,"1,264"
Google Stickers,5,Social Media,"1,737"
Notebook,20,Direct,328
Google Stickers,5,Direct,"2,706"
Google Stickers,5,Paid Search,577
Google Stickers,5,Paid Search,"3,006"
Google Stickers,5,Paid Search,"1,845"
Google Hoodie,124,Organic Search,"3,013"
Google Stickers,5,Direct,"1,090"
Puffer Vest,115,Paid Search,783
Google Hoodie,124,Direct,"1,718"
Puffer Vest,115,Paid Search,"1,739"
Lanyard,6,Referral,"1,461"
Google Stickers,5,Organic Search,"3,215"
Google Water Bottle,10,Organic Search,895
Lanyard,6,Direct,"3,297"
Google Stickers,5,Referral,"2,664"
Google Stickers,5,Organic Search,"2,367"
Google Hoodie,124,Referral,"1,786"
Android T-Shirt,20,Referral,355
Backpack,125,Social Media,"1,874"
Android T-Shirt,20,Organic Search,"3,274"
Google Stickers,5,Social Media,472
Lanyard,6,Referral,"1,333"
YouTube Cap,15,Paid Search,"2,595"
Lanyard,6,Referral,"3,117"
Google Stickers,5,Organic Search,"1,636"
Google Stickers,5,Paid Search,519
YouTube Cap,15,Direct,"1,390"
Notebook,20,Paid Search,"2,266"
Google Stickers,5,Paid Search,"1,380"
Lanyard,6,Direct,372
YouTube Cap,15,Social Media,"2,014"
Google Hoodie,124,Paid Search,"2,179"
Google Stickers,5,Direct,"3,383"
Notebook,20,Social Media,"2,973"
Puffer Vest,115,Referral,"2,223"
Greeting Cards,6,Paid Search,709
Google Stickers,5,Direct,713
Backpack,125,Social Media,"3,150"
YouTube Cap,15,Social Media,"1,961"
Puffer Vest,115,Organic Search,"2,462"
Greeting Cards,6,Paid Search,"1,133"
Notebook,20,Organic Search,"2,332"
Greeting Cards,6,Direct,"1,066"
Google Stickers,5,Social Media,"2,841"
Google Stickers,5,Paid Search,162
YouTube Cap,15,Social Media,"1,629"
Notebook,20,Referral,328
Google Stickers,5,Social Media,"3,542"
Backpack,125,Social Media,584
Canvas Tote,18,Social Media,"1,423"
Google Hoodie,124,Referral,657
Google Hoodie,124,Direct,"3,527"
Google Stickers,5,Social Media,"1,119"
Google Stickers,5,Direct,"3,059"
Google Water Bottle,10,Social Media,"2,895"
Google Stickers,5,Paid Search,"3,409"
Greeting Cards,6,Organic Search,"2,654"
Google Hoodie,124,Social Media,985
Google Stickers,5,Organic Search,"2,215"
Google Stickers,5,Social Media,"3,560"
Google Stickers,5,Referral,"2,997"
Google Stickers,5,Social Media,"2,698"
Canvas Tote,18,Organic Search,604
Android T-Shirt,20,Organic Search,"1,646"
Google Stickers,5,Social Media,301
Android T-Shirt,20,Social Media,"3,134"
YouTube Cap,15,Referral,95
Greeting Cards,6,Referral,906
Google Stickers,5,Referral,"2,747"
Notebook,20,Direct,"3,529"
Backpack,125,Organic Search,"2,664"
Backpack,125,Social Media,"2,136"
Lanyard,6,Paid Search,"3,587"
Google Stickers,5,Social Media,754
Google Stickers,5,Paid Search,"2,506"
Google Stickers,5,Paid Search,"2,922"
Google Stickers,5,Referral,494
Greeting Cards,6,Direct,"3,257"
Google Stickers,5,Organic Search,604
Notebook,20,Paid Search,300
Greeting Cards,6,Organic Search,472
Backpack,125,Organic Search,"1,197"
Android T-Shirt,20,Social Media,242
Greeting Cards,6,Social Media,"2,954"
Google Stickers,5,Organic Search,"1,528"
Puffer Vest,115,Social Media,333
Google Stickers,5,Referral,887
Greeting Cards,6,Social Media,"2,187"
Google Stickers,5,Paid Search,"2,532"
Notebook,20,Direct,"2,835"
Google Stickers,5,Social Media,"1,210"
Google Stickers,5,Referral,"3,098"
Google Water Bottle,10,Paid Search,"2,886"
Notebook,20,Referral,"3,087"
Canvas Tote,18,Direct,422
Puffer Vest,115,Referral,941
Android T-Shirt,20,Social Media,"1,408"
Google Stickers,5,Paid Search,"2,056"
Greeting Cards,6,Direct,"1,065"
Canvas Tote,18,Referral,277
Notebook,20,Direct,"3,293"
Android T-Shirt,20,Social Media,"2,237"
Google Stickers,5,Direct,"2,324"
Google Stickers,5,Direct,"2,620"
Google Water Bottle,10,Referral,"2,906"
Google Stickers,5,Paid Search,"3,028"
Notebook,20,Direct,812
Google Hoodie,124,Organic Search,"1,836"
Google Hoodie,124,Organic Search,"2,787"
YouTube Cap,15,Social Media,"1,037"
Google Stickers,5,Organic Search,"1,202"
Puffer Vest,115,Direct,227
Google Stickers,5,Direct,"3,585"
Google Stickers,5,Paid Search,"2,388"
Google Stickers,5,Organic Search,"2,520"
Puffer Vest,115,Organic Search,585
Google Stickers,5,Paid Search,332
Greeting Cards,6,Referral,"1,487"
Notebook,20,Paid Search,"2,780"
Canvas Tote,18,Paid Search,"2,815"
YouTube Cap,15,Organic Search,"1,854"
Google Stickers,5,Social Media,"1,944"
Google Hoodie,124,Social Media,895
Greeting Cards,6,Referral,"1,188"
Google Water Bottle,10,Direct,"2,809"
Google Stickers,5,Direct,"2,487"
Android T-Shirt,20,Referral,"1,576"
Backpack,125,Direct,322
Google Stickers,5,Organic Search,"1,509"
Greeting Cards,6,Direct,"1,585"
Google Hoodie,124,Organic Search,273
Google Water Bottle,10,Paid Search,"3,254"
Greeting Cards,6,Referral,"2,292"
Google Hoodie,124,Organic Search,"3,440"
YouTube Cap,15,Organic Search,"1,528"
YouTube Cap,15,Social Media,"1,400"
Lanyard,6,Referral,"3,230"
Notebook,20,Direct,"2,291"
Greeting Cards,6,Organic Search,219
Google Hoodie,124,Paid Search,"1,008"
Google Water Bottle,10,Social Media,"1,038"
Lanyard,6,Organic Search,"1,704"
Google Hoodie,124,Direct,"1,436"
Google Stickers,5,Direct,609
Puffer Vest,115,Social Media,"1,420"
Greeting Cards,6,Direct,"2,022"
Google Stickers,5,Organic Search,"3,149"
Google Stickers,5,Organic Search,"1,320"
Google Stickers,5,Direct,"1,278"
Greeting Cards,6,Referral,"3,150"
Google Water Bottle,10,Referral,842
Google Stickers,5,Referral,"1,331"
YouTube Cap,15,Referral,"1,078"
Google Stickers,5,Social Media,"2,696"
Android T-Shirt,20,Organic Search,299
YouTube Cap,15,Direct,971
Canvas Tote,18,Organic Search,"3,275"
Google Stickers,5,Direct,"1,737"
Backpack,125,Referral,"1,961"
Android T-Shirt,20,Organic Search,"2,291"
Google Hoodie,124,Paid Search,"1,792"
Google Stickers,5,Paid Search,859
Android T-Shirt,20,Paid Search,"3,175"
Google Stickers,5,Referral,"2,984"
Greeting Cards,6,Referral,201
Google Stickers,5,Referral,"1,980"
Lanyard,6,Referral,"1,885"
Google Stickers,5,Organic Search,116
Google Stickers,5,Referral,"2,298"
Google Stickers,5,Paid Search,585
Google Stickers,5,Organic Search,"3,377"
Google Water Bottle,10,Social Media,"1,187"
Google Stickers,5,Organic Search,"2,461"
Google Stickers,5,Direct,"2,861"
Puffer Vest,115,Social Media,"2,562"
Google Water Bottle,10,Social Media,"1,088"
Google Stickers,5,Paid Search,"1,609"
Canvas Tote,18,Referral,"2,074"
Google Stickers,5,Paid Search,"3,297"
Puffer Vest,115,Paid Search,"1,835"
Greeting Cards,6,Social Media,159
YouTube Cap,15,Direct,"1,745"
Google Hoodie,124,Paid Search,"1,287"
Lanyard,6,Referral,"1,774"
YouTube Cap,15,Referral,961
Android T-Shirt,20,Referral,"2,738"
Google Stickers,5,Social Media,"1,871"
Google Water Bottle,10,Referral,"2,887"
Google Hoodie,124,Organic Search,568
Canvas Tote,18,Organic Search,"2,823"
Google Stickers,5,Organic Search,828
Android T-Shirt,20,Paid Search,"3,264"
Google Stickers,5,Referral,"3,280"
Notebook,20,Referral,738
Google Stickers,5,Organic Search,"2,513"
Google Water Bottle,10,Paid Search,494
Greeting Cards,6,Paid Search,477
Greeting Cards,6,Organic Search,"3,523"
Google Stickers,5,Paid Search,"3,218"
Lanyard,6,Organic Search,"2,264"
YouTube Cap,15,Paid Search,"2,247"
Google Stickers,5,Referral,"2,072"
Notebook,20,Paid Search,"2,749"
Greeting Cards,6,Organic Search,"1,881"
Google Stickers,5,Organic Search,"3,565"
Greeting Cards,6,Referral,"3,156"
Google Stickers,5,Direct,"2,415"
Google Stickers,5,Organic Search,"3,107"
Google Stickers,5,Direct,"3,522"
Android T-Shirt,20,Paid Search,259
Google Stickers,5,Organic Search,"3,356"
Google Stickers,5,Paid Search,"1,308"
Google Water Bottle,10,Paid Search,"3,153"
Google Water Bottle,10,Paid Search,"2,044"
Google Hoodie,124,Paid Search,"3,079"
Google Stickers,5,Social Media,875
Google Stickers,5,Social Media,431
Lanyard,6,Direct,"2,484"
Canvas Tote,18,Paid Search,334
Notebook,20,Paid Search,"1,595"
Google Hoodie,124,Paid Search,"3,594"
Google Stickers,5,Referral,921
Google Hoodie,124,Paid Search,"3,013"
Google Stickers,5,Organic Search,"2,796"
Canvas Tote,18,Organic Search,502
Lanyard,6,Direct,"2,861"
Google Hoodie,124,Direct,"3,261"
Google Stickers,5,Organic Search,"3,264"
Google Water Bottle,10,Direct,"1,814"
Google Hoodie,124,Referral,"1,632"
